instanceID,instruction1_1,instruction1_2,instruction1_3,instruction1_4,instruction1_5,instruction1_6,vcs002,vcs007,vcs007_other,vcs014_100_budaka,vcs014_101_kibuku,vcs015_10001_budaka,vcs015_10002_budakatc,vcs015_10003_ikiiki,vcs015_10004_kachomo,vcs015_10005_kakule,vcs015_10006_kameruka,vcs015_10007_kamonkoli,vcs015_10008_katira,vcs015_10009_lyama,vcs015_10010_mugiti,vcs015_10011_naboa,vcs015_10012_nansanga,vcs015_10013_kaderuna,vcs015_10101_bulangira,vcs015_10102_buseta,vcs015_10103_kabweri,vcs015_10104_kadama,vcs015_10105_kagumu,vcs015_10106_kasasira,vcs015_10107_kibuku,vcs015_10108_kibukutowncouncil,vcs015_10109_kirika,vcs015_10110_tirinyi,vcs017_1000101_chali,vcs017_1000102_gadumire,vcs017_1000103_nampangala,vcs017_1000104_sapiri,vcs017_1000201_budaka,vcs017_1000202_bwase,vcs017_1000203_macholi,vcs017_1000204_nabweyo,vcs017_1000205_namengo,vcs017_1000301_ikiiki,vcs017_1000302_kadenge,vcs017_1000303_kaitangole,vcs017_1000304_kakoli,vcs017_1000305_petete,vcs017_1000401_kachomo,vcs017_1000402_kadenge,vcs017_1000403_kodiri,vcs017_1000404_kotinyangha,vcs017_1000501_kakule,vcs017_1000502_kaperi,vcs017_1000503_kasuleta,vcs017_1000504_lerya,vcs017_1000505_namusita,vcs017_1000601_bupuchai,vcs017_1000602_kameruka,vcs017_1000603_lerya,vcs017_1000604_nabugalo,vcs017_1000605_nanzala,vcs017_1000701_bunyoro,vcs017_1000702_jami,vcs017_1000703_kadimukoli,vcs017_1000704_kamonkoli,vcs017_1000705_sekulo,vcs017_1000801_kadatumi,vcs017_1000802_katira,vcs017_1000803_kavule,vcs017_1000804_kerekerene,vcs017_1000901_lyama,vcs017_1000902_nalugondo,vcs017_1000903_suni,vcs017_1000904_tademeri,vcs017_1001001_bukaligwoko,vcs017_1001002_bunamwera,vcs017_1001003_mugiti,vcs017_1001004_nasenyi,vcs017_1001005_nyanza,vcs017_1001101_bunyekero,vcs017_1001102_lupada,vcs017_1001103_naboa,vcs017_1001104_nangeye,vcs017_1001201_idudia,vcs017_1001202_idudib,vcs017_1001203_nansangaa,vcs017_1001204_nansangab,vcs017_1001301_kebula,vcs017_1001302_kiryolo,vcs017_1001303_kaderuna,vcs017_1001304_kabuna,vcs017_1001305_kaperi,vcs017_1010101_bulangira,vcs017_1010102_kakutu,vcs017_1010103_lyama,vcs017_1010104_pulaka,vcs017_1010201_buseta,vcs017_1010202_katiryocentral,vcs017_1010203_kituti,vcs017_1010204_natoto,vcs017_1010301_kabweri,vcs017_1010302_kasecha,vcs017_1010303_kenkebu,vcs017_1010304_molokachomo,vcs017_1010401_dodoi,vcs017_1010402_kadama,vcs017_1010403_nabunyere,vcs017_1010404_nandere,vcs017_1010501_goligoli,vcs017_1010502_kagumu,vcs017_1010503_nabuli,vcs017_1010504_nankokoli,vcs017_1010601_bugiri,vcs017_1010602_kapyani,vcs017_1010603_kasasira,vcs017_1010604_nankodo,vcs017_1010701_bumiza,vcs017_1010702_nalubembe,vcs017_1010801_buweberaward,vcs017_1010802_kibukuward,vcs017_1010803_kobolwaward,vcs017_1010804_namawondoward,vcs017_1010901_kajoko,vcs017_1010902_kirika,vcs017_1010903_mikombe,vcs017_1010904_nabiswa,vcs017_1011001_kalampete,vcs017_1011002_kataka,vcs017_1011003_kitantalo,vcs017_1011004_lwatama,vcs017_1011005_nanoko,vcs017_1011006_tirinyi
uuid:fd754638-e1d0-4b30-9dcb-5b1a27fab0d7,null,null,null,null,null,null,Fri Mar 15 06:17:01 UTC 2013,2304,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010102_Kakutu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010201_Butoloyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:4da6483b-0860-478f-8a56-36ccf59b3c69,null,null,null,null,null,null,Mon Mar 11 06:23:06 UTC 2013,2608,null,null,10102_Buseta,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010203_Kituti,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101020301_Bubulanga_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:aef35134-f044-4003-b91f-e0062248ab5a,null,null,null,null,null,null,Mon Mar 11 14:41:54 UTC 2013,2608,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010401_Dodoi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040104_Bulocho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:8a6818a0-2f19-4dd2-ba44-87584e2c88e7,null,null,null,null,null,null,Wed Mar 13 06:21:39 UTC 2013,2608,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010404_Nandere,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040405_Nandere,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:a53140f3-1299-4bca-a6a1-743980900157,null,null,null,null,null,null,Fri Mar 15 06:16:23 UTC 2013,2608,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010404_Nandere,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040407_Bukomolo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:ab94395f-89a6-48ef-813d-04c8b86b8a5d,null,null,null,null,null,null,Fri Mar 15 06:19:51 UTC 2013,2608,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010401_Dodoi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040105_Bulalaka,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:63ebb6dc-0d93-46ca-99db-9b55210fc371,null,null,null,null,null,null,Mon Mar 11 13:30:47 UTC 2013,1602,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010904_Nabiswa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090401_Kapolino,null,null,null,null,null,null
uuid:bba93fe2-2f1e-4c03-b0bb-86bffeb52e66,null,null,null,null,null,null,Mon Mar 11 13:41:37 UTC 2013,1602,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010904_Nabiswa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090405_Bwibere,null,null,null,null,null,null
uuid:a938c96b-f0bc-4639-9fbb-dd1e23f132fb,null,null,null,null,null,null,Sun Mar 17 08:11:04 UTC 2013,1602,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010301_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030101_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:602afe72-b533-42ec-863b-e714b5d106f6,null,null,null,null,null,null,Sun Mar 17 08:18:42 UTC 2013,1602,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010301_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030102_Nabikabalia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:37c74d43-8e78-4267-b9aa-87a6075dd802,null,null,null,null,null,null,Sun Mar 17 08:29:31 UTC 2013,1602,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010402_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040202_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:ed5b0a1c-ca6c-4526-9bec-073666c15706,null,null,null,null,null,null,Sun Mar 17 18:07:27 UTC 2013,2304,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010303_Kenkebu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030301_Bulyabwita,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:3d578fb4-3566-423e-ae32-33ea63a661e0,null,null,null,null,null,null,Mon Mar 18 05:43:40 UTC 2013,2304,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010303_Kenkebu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030308_Katakopa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:3eef4fe7-2c43-4fb7-b5db-a000dcc9e18a,null,null,null,null,null,null,Mon Mar 18 05:43:16 UTC 2013,3006,null,null,10101_Bulangira,null,null,null,null,null,null,null,null,null,null,null,null,null,1010102_Kakutu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101010202_Buyemba,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:01dcdd08-d30c-4af4-9e4f-3e75281d6128,null,null,null,null,null,null,Mon Mar 18 05:46:21 UTC 2013,3006,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010301_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030104_Komodo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:4ee989c1-1168-4ac7-9ccc-86627c07a7bb,null,null,null,null,null,null,Mon Mar 18 05:51:37 UTC 2013,3006,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010301_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030103_Namejje,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:73415835-95ab-42f8-8089-92f3f9d02deb,null,null,null,null,null,null,Mon Mar 18 05:54:04 UTC 2013,3006,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010303_Kenkebu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030305_Buloki,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:245f6f80-d173-4d94-9703-06a93eca668d,null,null,null,null,null,null,Sat Mar 16 06:53:02 UTC 2013,1505,null,10013_Kaderuna,null,null,null,null,null,null,null,null,null,null,null,null,null,1001301_Kebula,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100130101_Nansansa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:7ad4640f-148e-4661-92f5-5d6f1ac0869f,null,null,null,null,null,null,Mon Mar 18 05:38:50 UTC 2013,1505,null,10013_Kaderuna,null,null,null,null,null,null,null,null,null,null,null,null,null,1001303_Kaderuna,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100130301_Kaderuna_1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:520b250d-8d6f-4bb3-8baa-3b95c13dd35d,null,null,null,null,null,null,Sat Mar 16 06:09:47 UTC 2013,0206,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010304_Molokachomo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030403_Molokochomo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:9d677dad-6e88-4bc3-b83f-af373a8a111d,null,null,null,null,null,null,Mon Mar 18 06:20:31 UTC 2013,0206,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010304_Molokachomo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030401_Busiginyi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:51a9c3f9-0caa-428a-b241-7c4da5997406,null,null,null,null,null,null,Mon Mar 11 04:46:13 UTC 2013,3112,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010904_Nabiswa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090402_Nabiswa,null,null,null,null,null,null
uuid:ee0474d6-65d6-4def-85f8-fb632a7d3fb3,null,null,null,null,null,null,Mon Mar 11 14:45:10 UTC 2013,3112,null,null,10109_Kirika,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010901_Kajoko,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101090101_Kabusule_A,null,null,null,null,null,null,null,null,null
uuid:58a8d3b0-67ac-4db9-9978-d789d50f4334,null,null,null,null,null,null,Thu Mar 14 05:38:19 UTC 2013,3112,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010404_Nandere,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040410_Naatalo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:2e648ee1-c539-4fe7-8bcf-cd255b340e20,null,null,null,null,null,null,Thu Mar 14 05:43:01 UTC 2013,3112,null,null,10104_Kadama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010401_Dodoi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101040106_Buyemba,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:06ded6a2-1ad9-47e7-885f-423bf0178843,null,null,null,null,null,null,Fri Mar 15 05:35:25 UTC 2013,3112,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010302_Kasecha,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030202_Kasekya_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:27b000f6-5f31-40b8-bbdc-8f80d309c3ce,null,null,null,null,null,null,Sat Mar 16 06:33:03 UTC 2013,3112,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010302_Kasecha,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030203_Kasekya_B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:9c75938f-ea66-4ce2-98dd-fc441ee59a58,null,null,null,null,null,null,Mon Mar 18 05:36:00 UTC 2013,3112,null,null,10103_Kabweri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1010303_Kenkebu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,101030302_Kagoli,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:cbe52b95-c836-4324-8b63-1b4e816f640f,null,null,null,null,null,null,Tue Mar 19 05:52:34 UTC 2013,0206,null,10012_Nansanga,null,null,null,null,null,null,null,null,null,null,null,null,1001204_Nansanga_B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100120401_Budoba_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:69bcab35-230b-49d8-bcdc-0e4198c20812,null,null,null,null,null,null,Wed Mar 20 05:48:28 UTC 2013,0206,null,10012_Nansanga,null,null,null,null,null,null,null,null,null,null,null,null,1001202_Idudi_B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:19926513-e86a-42f0-b0cd-9fc70dfc7b5d,null,null,null,null,null,null,Wed Mar 20 14:46:40 UTC 2013,0206,null,10012_Nansanga,null,null,null,null,null,null,null,null,null,null,null,null,1001202_Idudi_B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:3709ff96-50b0-44a8-956f-85b9f9b93cfa,null,null,null,null,null,null,Tue Mar 19 06:07:44 UTC 2013,2304,null,10012_Nansanga,null,null,null,null,null,null,null,null,null,null,null,null,1001203_Nansanga_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100120304_Busikwe_B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:02bbe4c9-fc08-4fba-a836-7eca7b92a5d9,null,null,null,null,null,null,Thu Mar 21 06:07:17 UTC 2013,2304,null,10012_Nansanga,null,null,null,null,null,null,null,null,null,null,null,null,1001203_Nansanga_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100120301_Nansanga_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:045ee9cb-fcae-4326-8198-14588d3407cc,null,null,null,null,null,null,Thu Mar 21 06:15:48 UTC 2013,2304,null,10012_Nansanga,null,null,null,null,null,null,null,null,null,null,null,null,1001201_Idudi_A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
uuid:7f880651-81d7-4e87-bf62-791482850325,null,null,null,null,null,null,Tue Mar 19 04:21:16 UTC 2013,3112,null,10004_Kachomo,null,null,null,null,1000401_Kachomo,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,100040102_Kachomo_2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
